1.00E-05	0.005000014	0
1.00E-05	0.0049846	0.000392297
1.00E-05	0.004938455	0.000782174
1.00E-05	0.004861863	0.00116723
1.00E-05	0.004755296	0.001545089
1.00E-05	0.00461941	0.001913422
1.00E-05	0.004455045	0.002269959
1.00E-05	0.004263213	0.0026125
1.00E-05	0.004045096	0.002938934
1.00E-05	0.00380204	0.003247249
1.00E-05	0.003535544	0.003535544
1.00E-05	0.003247249	0.00380204
1.00E-05	0.002938934	0.004045096
1.00E-05	0.0026125	0.004263213
1.00E-05	0.002269959	0.004455045
1.00E-05	0.001913422	0.00461941
1.00E-05	0.001545089	0.004755296
1.00E-05	0.00116723	0.004861863
1.00E-05	0.000782174	0.004938455
1.00E-05	0.000392297	0.0049846
1.00E-05	3.06E-19	0.005000014
1.00E-05	-0.000392297	0.0049846
1.00E-05	-0.000782174	0.004938455
1.00E-05	-0.00116723	0.004861863
1.00E-05	-0.001545089	0.004755296
1.00E-05	-0.001913422	0.00461941
1.00E-05	-0.002269959	0.004455045
1.00E-05	-0.0026125	0.004263213
1.00E-05	-0.002938934	0.004045096
1.00E-05	-0.003247249	0.00380204
1.00E-05	-0.003535544	0.003535544
1.00E-05	-0.00380204	0.003247249
1.00E-05	-0.004045096	0.002938934
1.00E-05	-0.004263213	0.0026125
1.00E-05	-0.004455045	0.002269959
1.00E-05	-0.00461941	0.001913422
1.00E-05	-0.004755296	0.001545089
1.00E-05	-0.004861863	0.00116723
1.00E-05	-0.004938455	0.000782174
1.00E-05	-0.0049846	0.000392297
1.00E-05	-0.005000014	6.12E-19
1.00E-05	-0.0049846	-0.000392297
1.00E-05	-0.004938455	-0.000782174
1.00E-05	-0.004861863	-0.00116723
1.00E-05	-0.004755296	-0.001545089
1.00E-05	-0.00461941	-0.001913422
1.00E-05	-0.004455045	-0.002269959
1.00E-05	-0.004263213	-0.0026125
1.00E-05	-0.004045096	-0.002938934
1.00E-05	-0.00380204	-0.003247249
1.00E-05	-0.003535544	-0.003535544
1.00E-05	-0.003247249	-0.00380204
1.00E-05	-0.002938934	-0.004045096
1.00E-05	-0.0026125	-0.004263213
1.00E-05	-0.002269959	-0.004455045
1.00E-05	-0.001913422	-0.00461941
1.00E-05	-0.001545089	-0.004755296
1.00E-05	-0.00116723	-0.004861863
1.00E-05	-0.000782174	-0.004938455
1.00E-05	-0.000392297	-0.0049846
1.00E-05	-9.18E-19	-0.005000014
1.00E-05	0.000392297	-0.0049846
1.00E-05	0.000782174	-0.004938455
1.00E-05	0.00116723	-0.004861863
1.00E-05	0.001545089	-0.004755296
1.00E-05	0.001913422	-0.00461941
1.00E-05	0.002269959	-0.004455045
1.00E-05	0.0026125	-0.004263213
1.00E-05	0.002938934	-0.004045096
1.00E-05	0.003247249	-0.00380204
1.00E-05	0.003535544	-0.003535544
1.00E-05	0.00380204	-0.003247249
1.00E-05	0.004045096	-0.002938934
1.00E-05	0.004263213	-0.0026125
1.00E-05	0.004455045	-0.002269959
1.00E-05	0.00461941	-0.001913422
1.00E-05	0.004755296	-0.001545089
1.00E-05	0.004861863	-0.00116723
1.00E-05	0.004938455	-0.000782174
1.00E-05	0.0049846	-0.000392297
1.00E-05	0.005000014	-1.22E-18
0.02	0.028663935	0.015918165
0.02	0.028568609	0.015893974
0.02	0.028293165	0.015833494
0.02	0.027860556	0.015746188
0.02	0.027293368	0.015631002
0.02	0.026609509	0.015478114
0.02	0.025817463	0.015273733
0.02	0.024914969	0.015010677
0.02	0.02390273	0.014692873
0.02	0.022789359	0.014324987
0.02	0.021584377	0.013909055
0.02	0.020297876	0.013447313
0.02	0.018940724	0.012941625
0.02	0.017524371	0.01239377
0.02	0.016061173	0.011804773
0.02	0.014564722	0.011174767
0.02	0.01304486	0.010498604
0.02	0.011506658	0.009775803
0.02	0.009959608	0.009010496
0.02	0.008411007	0.00820337
0.02	0.006866673	0.007358431
0.02	0.00533644	0.006479738
0.02	0.003827563	0.005570538
0.02	0.002347303	0.00463684
0.02	0.000904129	0.003682276
0.02	-0.000495806	0.002711774
0.02	-0.001845022	0.00173172
0.02	-0.003136877	0.000747366
0.02	-0.004365388	-0.000235301
0.02	-0.005523772	-0.00121035
0.02	-0.006606595	-0.002172212
0.02	-0.00760877	-0.00311443
0.02	-0.00852519	-0.004031825
0.02	-0.009352353	-0.004918925
0.02	-0.010086139	-0.00576932
0.02	-0.010723921	-0.006578348
0.02	-0.011264125	-0.007340102
0.02	-0.011703068	-0.008050808
0.02	-0.01204208	-0.008707645
0.02	-0.012284092	-0.009303029
0.02	-0.01242791	-0.009835119
0.02	-0.012481341	-0.010301772
0.02	-0.012449096	-0.01068824
0.02	-0.012335095	-0.010992935
0.02	-0.012160552	-0.011207971
0.02	-0.011918023	-0.011278442
0.02	-0.011567604	-0.011200582
0.02	-0.011100859	-0.01100917
0.02	-0.010528587	-0.010699569
0.02	-0.009847888	-0.010269227
0.02	-0.009053427	-0.009724202
0.02	-0.008145283	-0.009072764
0.02	-0.007126989	-0.008325338
0.02	-0.00600388	-0.007491126
0.02	-0.004782727	-0.006578398
0.02	-0.003470918	-0.005596358
0.02	-0.002076983	-0.004553726
0.02	-0.000610147	-0.003459857
0.02	0.000919401	-0.002323625
0.02	0.002500928	-0.001153969
0.02	0.004122409	4.04E-05
0.02	0.005771634	0.001253803
0.02	0.007437992	0.002481546
0.02	0.009116789	0.003716882
0.02	0.010804484	0.004950382
0.02	0.012493777	0.006165209
0.02	0.014170653	0.007345278
0.02	0.015819541	0.008480347
0.02	0.017427393	0.009560894
0.02	0.018980872	0.010577384
0.02	0.02046654	0.011521156
0.02	0.021870732	0.012384336
0.02	0.02317971	0.013160236
0.02	0.02438004	0.013843308
0.02	0.025458394	0.014429539
0.02	0.026402038	0.014916249
0.02	0.027199302	0.015301632
0.02	0.027835003	0.015585035
0.02	0.028293928	0.015774591
0.02	0.028570843	0.015883527
0.02	0.028663894	0.015918138
0.032642857	0.02965682	0.0113053
0.032642857	0.02956215	0.011295246
0.032642857	0.029289901	0.011275225
0.032642857	0.028863366	0.01125114
0.032642857	0.028304043	0.011218874
0.032642857	0.027627737	0.011166549
0.032642857	0.02684068	0.011079781
0.032642857	0.025939715	0.010952001
0.032642857	0.024926058	0.010786875
0.032642857	0.023808602	0.010587688
0.032642857	0.022596752	0.01035508
0.032642857	0.021300485	0.010089803
0.032642857	0.019930471	0.009792147
0.032642857	0.018497925	0.00946224
0.032642857	0.01701483	0.009099362
0.032642857	0.015494225	0.00870177
0.032642857	0.013944833	0.008263175
0.032642857	0.012371446	0.007782418
0.032642857	0.010783728	0.007262152
0.032642857	0.009188766	0.00670203
0.032642857	0.007592685	0.006105088
0.032642857	0.006005467	0.005473863
0.032642857	0.004434511	0.004810467
0.032642857	0.002887602	0.004119656
0.032642857	0.001373355	0.003403746
0.032642857	-0.000101657	0.00266661
0.032642857	-0.001529387	0.001913339
0.032642857	-0.002902747	0.001148048
0.032642857	-0.004215182	0.000375652
0.032642857	-0.005459373	-0.000399102
0.032642857	-0.006629348	-0.001171625
0.032642857	-0.007719344	-0.001936431
0.032642857	-0.008723754	-0.00268926
0.032642857	-0.009638469	-0.003425352
0.032642857	-0.010458659	-0.004139133
0.032642857	-0.011181165	-0.004826497
0.032642857	-0.011803664	-0.005482
0.032642857	-0.01232211	-0.006102536
0.032642857	-0.012737386	-0.006685214
0.032642857	-0.013051259	-0.007222369
0.032642857	-0.013262329	-0.007712398
0.032642857	-0.013377782	-0.008152172
0.032642857	-0.013400103	-0.008526914
0.032642857	-0.013332827	-0.008834561
0.032642857	-0.013195195	-0.009064637
0.032642857	-0.012972515	-0.009165556
0.032642857	-0.012626033	-0.009139205
0.032642857	-0.012152455	-0.009020071
0.032642857	-0.01156149	-0.008802222
0.032642857	-0.010850007	-0.008483613
0.032642857	-0.01001373	-0.008070783
0.032642857	-0.009053872	-0.007571646
0.032642857	-0.007975254	-0.006995703
0.032642857	-0.006784255	-0.006351039
0.032642857	-0.005488502	-0.005644642
0.032642857	-0.004096341	-0.004884316
0.032642857	-0.002617145	-0.004077242
0.032642857	-0.001061043	-0.003231112
0.032642857	0.000560981	-0.002353027
0.032642857	0.002237412	-0.001450073
0.032642857	0.003955534	-0.000528903
0.032642857	0.00570285	0.000406607
0.032642857	0.007468562	0.001353536
0.032642857	0.009247239	0.002306029
0.032642857	0.011034188	0.003255537
0.032642857	0.012820098	0.004186933
0.032642857	0.014589323	0.005086734
0.032642857	0.016325535	0.005947272
0.032642857	0.018014919	0.006761219
0.032642857	0.019643385	0.007521276
0.032642857	0.021196863	0.008220994
0.032642857	0.022661177	0.008854711
